Order ID,Factory,State/Province,State Code,Region,Ship Mode,Order Date,Ship Date,Operational Lead Time Days,Raw Lead Time Days,Sales,Units,Gross Profit,Cost,Delayed,Route State,Route Region
CA-2021-151799-CHO-SCR-58000,Lot's O' Nuts,Ontario,,Atlantic,Standard Class,2024-12-14,2027-06-10,4,908,21.6,6,15.0,6.6,False,Lot's O' Nuts → Ontario,Lot's O' Nuts → Atlantic
CA-2021-152443-CHO-FUD-51000,Lot's O' Nuts,Quebec,,Atlantic,Standard Class,2024-05-21,2026-11-16,5,909,21.6,6,14.4,7.2,False,Lot's O' Nuts → Quebec,Lot's O' Nuts → Atlantic
CA-2021-152443-CHO-MIL-31000,Wicked Choccy's,Quebec,,Atlantic,Standard Class,2024-05-21,2026-11-16,5,909,32.5,10,21.1,11.4,False,Wicked Choccy's → Quebec,Wicked Choccy's → Atlantic
CA-2021-153623-CHO-SCR-58000,Lot's O' Nuts,Newfoundland and Labrador,,Atlantic,Standard Class,2024-11-24,2027-05-28,11,915,57.6,16,40.0,17.6,True,Lot's O' Nuts → Newfoundland and Labrador,Lot's O' Nuts → Atlantic
CA-2021-153738-CHO-SCR-58000,Lot's O' Nuts,Ontario,,Atlantic,First Class,2024-09-20,2027-03-15,2,906,21.6,6,15.0,6.6,False,Lot's O' Nuts → Ontario,Lot's O' Nuts → Atlantic
CA-2021-160325-CHO-NUT-13000,Lot's O' Nuts,Quebec,,Atlantic,Same Day,2024-09-24,2027-03-17,0,904,17.450000000000003,5,12.45,5.0,False,Lot's O' Nuts → Quebec,Lot's O' Nuts → Atlantic
CA-2021-166086-CHO-MIL-31000,Wicked Choccy's,Ontario,,Atlantic,Standard Class,2024-05-07,2026-11-02,5,909,22.75,7,14.77,7.9799999999999995,False,Wicked Choccy's → Ontario,Wicked Choccy's → Atlantic
CA-2021-166086-CHO-NUT-13000,Lot's O' Nuts,Ontario,,Atlantic,Standard Class,2024-05-07,2026-11-02,5,909,6.98,2,4.98,2.0,False,Lot's O' Nuts → Ontario,Lot's O' Nuts → Atlantic
CA-2021-166086-CHO-SCR-58000,Lot's O' Nuts,Ontario,,Atlantic,Standard Class,2024-05-07,2026-11-02,5,909,10.8,3,7.5,3.3,False,Lot's O' Nuts → Ontario,Lot's O' Nuts → Atlantic
CA-2021-166695-CHO-FUD-51000,Lot's O' Nuts,British Columbia,,Pacific,Standard Class,2024-05-20,2026-11-14,4,908,3.6,1,2.4,1.2,False,Lot's O' Nuts → British Columbia,Lot's O' Nuts → Pacific
CA-2021-166695-CHO-SCR-58000,Lot's O' Nuts,British Columbia,,Pacific,Standard Class,2024-05-20,2026-11-14,4,908,28.8,8,20.0,8.8,False,Lot's O' Nuts → British Columbia,Lot's O' Nuts → Pacific
CA-2021-166695-CHO-TRI-54000,Wicked Choccy's,British Columbia,,Pacific,Standard Class,2024-05-20,2026-11-14,4,908,3.75,1,2.45,1.3,False,Wicked Choccy's → British Columbia,Wicked Choccy's → Pacific
CA-2021-184712-CHO-TRI-54000,Wicked Choccy's,Nova Scotia,,Atlantic,Second Class,2024-06-18,2026-12-11,2,906,11.25,3,7.35,3.9,False,Wicked Choccy's → Nova Scotia,Wicked Choccy's → Atlantic
CA-2022-112224-CHO-MIL-31000,Wicked Choccy's,Nova Scotia,,Atlantic,Standard Class,2024-12-02,2028-05-28,4,1273,16.25,5,10.55,5.7,False,Wicked Choccy's → Nova Scotia,Wicked Choccy's → Atlantic
CA-2022-115238-CHO-FUD-51000,Lot's O' Nuts,Ontario,,Atlantic,Standard Class,2024-01-21,2027-07-17,4,1273,21.6,6,14.4,7.2,False,Lot's O' Nuts → Ontario,Lot's O' Nuts → Atlantic
CA-2022-115238-CHO-MIL-31000,Wicked Choccy's,Ontario,,Atlantic,Standard Class,2024-01-21,2027-07-17,4,1273,35.75,11,23.21,12.540000000000001,False,Wicked Choccy's → Ontario,Wicked Choccy's → Atlantic
CA-2022-115238-CHO-TRI-54000,Wicked Choccy's,Ontario,,Atlantic,Standard Class,2024-01-21,2027-07-17,4,1273,18.75,5,12.25,6.5,False,Wicked Choccy's → Ontario,Wicked Choccy's → Atlantic
CA-2022-119508-CHO-FUD-51000,Lot's O' Nuts,British Columbia,,Pacific,Standard Class,2024-12-04,2028-05-31,5,1274,14.4,4,9.6,4.8,False,Lot's O' Nuts → British Columbia,Lot's O' Nuts → Pacific
CA-2022-119508-CHO-NUT-13000,Lot's O' Nuts,British Columbia,,Pacific,Standard Class,2024-12-04,2028-05-31,5,1274,6.98,2,4.98,2.0,False,Lot's O' Nuts → British Columbia,Lot's O' Nuts → Pacific
CA-2022-129322-CHO-FUD-51000,Lot's O' Nuts,Ontario,,Atlantic,Second Class,2024-08-08,2028-01-31,2,1271,7.2,2,4.8,2.4,False,Lot's O' Nuts → Ontario,Lot's O' Nuts → Atlantic
CA-2022-129322-CHO-SCR-58000,Lot's O' Nuts,Ontario,,Atlantic,Second Class,2024-08-08,2028-01-31,2,1271,7.2,2,5.0,2.2,False,Lot's O' Nuts → Ontario,Lot's O' Nuts → Atlantic
CA-2022-129322-CHO-TRI-54000,Wicked Choccy's,Ontario,,Atlantic,Second Class,2024-08-08,2028-01-31,2,1271,3.75,1,2.45,1.3,False,Wicked Choccy's → Ontario,Wicked Choccy's → Atlantic
CA-2022-132548-CHO-MIL-31000,Wicked Choccy's,Ontario,,Atlantic,Standard Class,2024-05-07,2027-11-02,5,1274,32.5,10,21.1,11.4,False,Wicked Choccy's → Ontario,Wicked Choccy's → Atlantic
CA-2022-132548-CHO-NUT-13000,Lot's O' Nuts,Ontario,,Atlantic,Standard Class,2024-05-07,2027-11-02,5,1274,17.45,5,12.45,5.0,False,Lot's O' Nuts → Ontario,Lot's O' Nuts → Atlantic
CA-2022-132548-CHO-SCR-58000,Lot's O' Nuts,Ontario,,Atlantic,Standard Class,2024-05-07,2027-11-02,5,1274,18.0,5,12.5,5.5,False,Lot's O' Nuts → Ontario,Lot's O' Nuts → Atlantic
CA-2022-139675-CHO-MIL-31000,Wicked Choccy's,Alberta,,Pacific,Second Class,2024-03-13,2027-09-08,5,1274,26.0,8,16.88,9.12,False,Wicked Choccy's → Alberta,Wicked Choccy's → Pacific
CA-2022-139675-CHO-SCR-58000,Lot's O' Nuts,Alberta,,Pacific,Second Class,2024-03-13,2027-09-08,5,1274,14.4,4,10.0,4.4,False,Lot's O' Nuts → Alberta,Lot's O' Nuts → Pacific
CA-2022-145154-CHO-TRI-54000,Wicked Choccy's,New Brunswick,,Atlantic,Standard Class,2024-12-02,2028-05-28,4,1273,18.75,5,12.25,6.5,False,Wicked Choccy's → New Brunswick,Wicked Choccy's → Atlantic
CA-2022-150547-CHO-MIL-31000,Wicked Choccy's,Quebec,,Atlantic,Standard Class,2024-03-21,2027-09-16,5,1274,3.25,1,2.11,1.14,False,Wicked Choccy's → Quebec,Wicked Choccy's → Atlantic
CA-2022-152681-CHO-MIL-31000,Wicked Choccy's,Quebec,,Atlantic,Standard Class,2024-01-17,2027-07-15,6,1275,6.5,2,4.22,2.28,True,Wicked Choccy's → Quebec,Wicked Choccy's → Atlantic
CA-2022-153071-CHO-FUD-51000,Lot's O' Nuts,Quebec,,Atlantic,Standard Class,2024-09-08,2028-03-04,4,1273,7.2,2,4.8,2.4,False,Lot's O' Nuts → Quebec,Lot's O' Nuts → Atlantic
CA-2022-153738-CHO-SCR-58000,Lot's O' Nuts,Ontario,,Atlantic,First Class,2024-09-20,2028-03-14,2,1271,7.2,2,5.0,2.2,False,Lot's O' Nuts → Ontario,Lot's O' Nuts → Atlantic
CA-2022-154124-CHO-NUT-13000,Lot's O' Nuts,New Brunswick,,Atlantic,Standard Class,2024-12-02,2028-05-28,4,1273,24.43,7,17.43,7.0,False,Lot's O' Nuts → New Brunswick,Lot's O' Nuts → Atlantic
CA-2022-154231-CHO-FUD-51000,Lot's O' Nuts,British Columbia,,Pacific,Standard Class,2024-10-19,2028-04-15,5,1274,3.6,1,2.4,1.2,False,Lot's O' Nuts → British Columbia,Lot's O' Nuts → Pacific
CA-2022-155586-CHO-NUT-13000,Lot's O' Nuts,Alberta,,Pacific,Second Class,2024-12-12,2028-06-07,4,1273,13.96,4,9.96,4.0,False,Lot's O' Nuts → Alberta,Lot's O' Nuts → Pacific
CA-2022-155586-CHO-SCR-58000,Lot's O' Nuts,Alberta,,Pacific,Second Class,2024-12-12,2028-06-07,4,1273,28.8,8,20.0,8.8,False,Lot's O' Nuts → Alberta,Lot's O' Nuts → Pacific
CA-2022-158792-CHO-FUD-51000,Lot's O' Nuts,Quebec,,Atlantic,Standard Class,2024-12-26,2028-06-24,7,1276,18.0,5,12.0,6.0,True,Lot's O' Nuts → Quebec,Lot's O' Nuts → Atlantic
CA-2023-108735-CHO-TRI-54000,Wicked Choccy's,British Columbia,,Pacific,Standard Class,2025-04-17,2028-10-11,4,1273,18.75,5,12.25,6.5,False,Wicked Choccy's → British Columbia,Wicked Choccy's → Pacific
CA-2023-111254-CHO-NUT-13000,Lot's O' Nuts,New Brunswick,,Atlantic,Standard Class,2025-12-02,2029-05-28,4,1273,24.43,7,17.43,7.0,False,Lot's O' Nuts → New Brunswick,Lot's O' Nuts → Atlantic
CA-2023-112109-CHO-MIL-31000,Wicked Choccy's,Manitoba,,Interior,Standard Class,2025-07-08,2029-01-01,4,1273,22.75,7,14.77,7.9799999999999995,False,Wicked Choccy's → Manitoba,Wicked Choccy's → Interior
CA-2023-112109-CHO-TRI-54000,Wicked Choccy's,Manitoba,,Interior,Standard Class,2025-07-08,2029-01-01,4,1273,33.75,9,22.05,11.7,False,Wicked Choccy's → Manitoba,Wicked Choccy's → Interior
CA-2023-115238-CHO-FUD-51000,Lot's O' Nuts,Ontario,,Atlantic,Standard Class,2025-01-21,2028-07-16,3,1272,21.6,6,14.4,7.2,False,Lot's O' Nuts → Ontario,Lot's O' Nuts → Atlantic
CA-2023-115238-CHO-MIL-31000,Wicked Choccy's,Ontario,,Atlantic,Standard Class,2025-01-21,2028-07-16,3,1272,35.75,11,23.21,12.540000000000001,False,Wicked Choccy's → Ontario,Wicked Choccy's → Atlantic
CA-2023-115238-CHO-TRI-54000,Wicked Choccy's,Ontario,,Atlantic,Standard Class,2025-01-21,2028-07-16,3,1272,18.75,5,12.25,6.5,False,Wicked Choccy's → Ontario,Wicked Choccy's → Atlantic
CA-2023-115483-CHO-SCR-58000,Lot's O' Nuts,Quebec,,Atlantic,Second Class,2025-03-19,2028-09-10,2,1271,3.6,1,2.5,1.1,False,Lot's O' Nuts → Quebec,Lot's O' Nuts → Atlantic
CA-2023-119508-CHO-FUD-51000,Lot's O' Nuts,British Columbia,,Pacific,Standard Class,2025-12-04,2029-05-31,5,1274,18.0,5,12.0,6.0,False,Lot's O' Nuts → British Columbia,Lot's O' Nuts → Pacific
CA-2023-119508-CHO-NUT-13000,Lot's O' Nuts,British Columbia,,Pacific,Standard Class,2025-12-04,2029-05-31,5,1274,20.94,6,14.94,6.0,False,Lot's O' Nuts → British Columbia,Lot's O' Nuts → Pacific
CA-2023-121465-CHO-MIL-31000,Wicked Choccy's,Prince Edward Island,,Atlantic,Standard Class,2025-06-12,2028-12-07,5,1274,26.0,8,16.88,9.12,False,Wicked Choccy's → Prince Edward Island,Wicked Choccy's → Atlantic
CA-2023-121465-CHO-NUT-13000,Lot's O' Nuts,Prince Edward Island,,Atlantic,Standard Class,2025-06-12,2028-12-07,5,1274,17.45,5,12.45,5.0,False,Lot's O' Nuts → Prince Edward Island,Lot's O' Nuts → Atlantic
CA-2023-121465-CHO-SCR-58000,Lot's O' Nuts,Prince Edward Island,,Atlantic,Standard Class,2025-06-12,2028-12-07,5,1274,10.8,3,7.5,3.3,False,Lot's O' Nuts → Prince Edward Island,Lot's O' Nuts → Atlantic
CA-2023-124574-CHO-TRI-54000,Wicked Choccy's,New Brunswick,,Atlantic,Standard Class,2025-12-02,2029-05-28,4,1273,18.75,5,12.25,6.5,False,Wicked Choccy's → New Brunswick,Wicked Choccy's → Atlantic
CA-2023-124626-CHO-SCR-58000,Lot's O' Nuts,Newfoundland and Labrador,,Atlantic,Standard Class,2025-12-10,2029-06-06,5,1274,28.8,8,20.0,8.8,False,Lot's O' Nuts → Newfoundland and Labrador,Lot's O' Nuts → Atlantic
CA-2023-125724-CHO-MIL-31000,Wicked Choccy's,Saskatchewan,,Pacific,Standard Class,2025-09-22,2029-03-19,5,1274,6.5,2,4.22,2.28,False,Wicked Choccy's → Saskatchewan,Wicked Choccy's → Pacific
CA-2023-126627-CHO-FUD-51000,Lot's O' Nuts,Manitoba,,Interior,First Class,2025-10-10,2029-04-03,2,1271,3.6,1,2.4,1.2,False,Lot's O' Nuts → Manitoba,Lot's O' Nuts → Interior
CA-2023-126627-CHO-MIL-31000,Wicked Choccy's,Manitoba,,Interior,First Class,2025-10-10,2029-04-03,2,1271,3.25,1,2.11,1.14,False,Wicked Choccy's → Manitoba,Wicked Choccy's → Interior
CA-2023-129322-CHO-FUD-51000,Lot's O' Nuts,Ontario,,Atlantic,Second Class,2025-08-08,2029-01-30,2,1271,7.2,2,4.8,2.4,False,Lot's O' Nuts → Ontario,Lot's O' Nuts → Atlantic
CA-2023-129322-CHO-SCR-58000,Lot's O' Nuts,Ontario,,Atlantic,Second Class,2025-08-08,2029-01-30,2,1271,7.2,2,5.0,2.2,False,Lot's O' Nuts → Ontario,Lot's O' Nuts → Atlantic
CA-2023-129322-CHO-TRI-54000,Wicked Choccy's,Ontario,,Atlantic,Second Class,2025-08-08,2029-01-30,2,1271,26.25,7,17.15,9.1,False,Wicked Choccy's → Ontario,Wicked Choccy's → Atlantic
CA-2023-133541-CHO-MIL-31000,Wicked Choccy's,Nova Scotia,,Atlantic,Standard Class,2025-12-02,2029-05-28,4,1273,16.25,5,10.55,5.7,False,Wicked Choccy's → Nova Scotia,Wicked Choccy's → Atlantic
CA-2023-135480-CHO-MIL-31000,Wicked Choccy's,Quebec,,Atlantic,Standard Class,2025-12-15,2029-06-13,7,1276,22.75,7,14.77,7.98,True,Wicked Choccy's → Quebec,Wicked Choccy's → Atlantic
CA-2023-136547-CHO-MIL-31000,Wicked Choccy's,Quebec,,Atlantic,Standard Class,2025-06-18,2028-12-12,4,1273,13.0,4,8.44,4.56,False,Wicked Choccy's → Quebec,Wicked Choccy's → Atlantic
CA-2023-139675-CHO-MIL-31000,Wicked Choccy's,Alberta,,Pacific,Second Class,2025-03-13,2028-09-07,5,1274,26.0,8,16.88,9.12,False,Wicked Choccy's → Alberta,Wicked Choccy's → Pacific
CA-2023-139675-CHO-SCR-58000,Lot's O' Nuts,Alberta,,Pacific,Second Class,2025-03-13,2028-09-07,5,1274,14.4,4,10.0,4.4,False,Lot's O' Nuts → Alberta,Lot's O' Nuts → Pacific
CA-2023-141082-CHO-FUD-51000,Lot's O' Nuts,Quebec,,Atlantic,Standard Class,2025-12-09,2029-06-04,4,1273,18.0,5,12.0,6.0,False,Lot's O' Nuts → Quebec,Lot's O' Nuts → Atlantic
CA-2023-153738-CHO-SCR-58000,Lot's O' Nuts,Ontario,,Atlantic,First Class,2025-09-20,2029-03-14,2,1271,21.6,6,15.0,6.6,False,Lot's O' Nuts → Ontario,Lot's O' Nuts → Atlantic
CA-2023-155412-CHO-MIL-31000,Wicked Choccy's,Quebec,,Atlantic,Standard Class,2025-01-17,2028-07-14,5,1274,6.5,2,4.22,2.28,False,Wicked Choccy's → Quebec,Wicked Choccy's → Atlantic
CA-2023-155586-CHO-NUT-13000,Lot's O' Nuts,Alberta,,Pacific,Second Class,2025-12-12,2029-06-07,4,1273,13.96,4,9.96,4.0,False,Lot's O' Nuts → Alberta,Lot's O' Nuts → Pacific
CA-2023-155586-CHO-SCR-58000,Lot's O' Nuts,Alberta,,Pacific,Second Class,2025-12-12,2029-06-07,4,1273,18.0,5,12.5,5.5,False,Lot's O' Nuts → Alberta,Lot's O' Nuts → Pacific
CA-2023-158792-CHO-FUD-51000,Lot's O' Nuts,Quebec,,Atlantic,Standard Class,2025-12-26,2029-06-24,7,1276,18.0,5,12.0,6.0,True,Lot's O' Nuts → Quebec,Lot's O' Nuts → Atlantic
CA-2023-169856-CHO-MIL-31000,Wicked Choccy's,Ontario,,Atlantic,Standard Class,2025-05-07,2028-11-01,5,1274,32.5,10,21.1,11.399999999999999,False,Wicked Choccy's → Ontario,Wicked Choccy's → Atlantic
CA-2023-169856-CHO-NUT-13000,Lot's O' Nuts,Ontario,,Atlantic,Standard Class,2025-05-07,2028-11-01,5,1274,3.49,1,2.49,1.0,False,Lot's O' Nuts → Ontario,Lot's O' Nuts → Atlantic
CA-2023-169856-CHO-SCR-58000,Lot's O' Nuts,Ontario,,Atlantic,Standard Class,2025-05-07,2028-11-01,5,1274,3.6,1,2.5,1.1,False,Lot's O' Nuts → Ontario,Lot's O' Nuts → Atlantic
CA-2023-174514-CHO-FUD-51000,Lot's O' Nuts,British Columbia,,Pacific,Standard Class,2025-10-19,2029-04-15,5,1274,3.6,1,2.4,1.2,False,Lot's O' Nuts → British Columbia,Lot's O' Nuts → Pacific
CA-2023-187423-CHO-FUD-51000,Lot's O' Nuts,Quebec,,Atlantic,Standard Class,2025-06-28,2028-12-23,5,1274,21.6,6,14.4,7.2,False,Lot's O' Nuts → Quebec,Lot's O' Nuts → Atlantic
CA-2023-192314-CHO-SCR-58000,Lot's O' Nuts,Quebec,,Atlantic,Second Class,2025-09-26,2029-03-23,5,1274,3.6,1,2.5,1.1,False,Lot's O' Nuts → Quebec,Lot's O' Nuts → Atlantic
CA-2024-105471-CHO-MIL-31000,Wicked Choccy's,Nova Scotia,,Atlantic,Standard Class,2025-12-02,2030-05-29,5,1639,16.25,5,10.55,5.7,False,Wicked Choccy's → Nova Scotia,Wicked Choccy's → Atlantic
CA-2024-106541-CHO-TRI-54000,Wicked Choccy's,New Brunswick,,Atlantic,Standard Class,2025-12-02,2030-05-29,5,1639,18.75,5,12.25,6.5,False,Wicked Choccy's → New Brunswick,Wicked Choccy's → Atlantic
CA-2024-107004-CHO-FUD-51000,Lot's O' Nuts,British Columbia,,Pacific,Standard Class,2025-10-19,2030-04-16,6,1640,10.8,3,7.2,3.6,True,Lot's O' Nuts → British Columbia,Lot's O' Nuts → Pacific
CA-2024-108735-CHO-TRI-54000,Wicked Choccy's,British Columbia,,Pacific,Standard Class,2025-04-17,2029-10-12,5,1639,11.25,3,7.35,3.9,False,Wicked Choccy's → British Columbia,Wicked Choccy's → Pacific
CA-2024-112109-CHO-MIL-31000,Wicked Choccy's,Manitoba,,Interior,Standard Class,2025-07-08,2030-01-02,5,1639,39.0,12,25.32,13.68,False,Wicked Choccy's → Manitoba,Wicked Choccy's → Interior
CA-2024-112109-CHO-TRI-54000,Wicked Choccy's,Manitoba,,Interior,Standard Class,2025-07-08,2030-01-02,5,1639,15.0,4,9.8,5.2,False,Wicked Choccy's → Manitoba,Wicked Choccy's → Interior
CA-2024-115238-CHO-FUD-51000,Lot's O' Nuts,Ontario,,Atlantic,Standard Class,2025-01-21,2029-07-16,3,1637,21.6,6,14.4,7.2,False,Lot's O' Nuts → Ontario,Lot's O' Nuts → Atlantic
CA-2024-115238-CHO-MIL-31000,Wicked Choccy's,Ontario,,Atlantic,Standard Class,2025-01-21,2029-07-16,3,1637,35.75,11,23.21,12.540000000000001,False,Wicked Choccy's → Ontario,Wicked Choccy's → Atlantic
CA-2024-115238-CHO-TRI-54000,Wicked Choccy's,Ontario,,Atlantic,Standard Class,2025-01-21,2029-07-16,3,1637,18.75,5,12.25,6.5,False,Wicked Choccy's → Ontario,Wicked Choccy's → Atlantic
CA-2024-115483-CHO-SCR-58000,Lot's O' Nuts,Quebec,,Atlantic,Second Class,2025-03-19,2029-09-11,3,1637,3.6,1,2.5,1.1,False,Lot's O' Nuts → Quebec,Lot's O' Nuts → Atlantic
CA-2024-115777-CHO-NUT-13000,Lot's O' Nuts,Quebec,,Atlantic,Standard Class,2025-08-19,2030-02-14,6,1640,3.49,1,2.49,1.0,True,Lot's O' Nuts → Quebec,Lot's O' Nuts → Atlantic
CA-2024-119508-CHO-FUD-51000,Lot's O' Nuts,British Columbia,,Pacific,Standard Class,2025-12-04,2030-06-01,6,1640,18.0,5,12.0,6.0,True,Lot's O' Nuts → British Columbia,Lot's O' Nuts → Pacific
CA-2024-119508-CHO-NUT-13000,Lot's O' Nuts,British Columbia,,Pacific,Standard Class,2025-12-04,2030-06-01,6,1640,20.94,6,14.94,6.0,True,Lot's O' Nuts → British Columbia,Lot's O' Nuts → Pacific
